,Congo (Kinshasa),-4.0383,21.7587
,Costa Rica,9.7489,-83.7534
,Cote d'Ivoire,7.54,-5.5471
,Croatia,45.1,15.2
,Diamond Princess,0.0,0.0
,Cuba,22.0,-80.0
,Cyprus,35.1264,33.4299
,Czechia,49.8175,15.473
Faroe Islands,Denmark,61.8926,-6.9118
Greenland,Denmark,71.7069,-42.6043
,Denmark,56.2639,9.5018
,Djibouti,11.8251,42.5903
,Dominican Republic,18.7357,-70.1627
,Ecuador,-1.8312,-78.1834
,Egypt,26.0,30.0
,El Salvador,13.7942,-88.8965
,Equatorial Guinea,1.5,10.0
,Eritrea,15.1794,39.7823
,Estonia,58.5953,25.0136
,Eswatini,-26.5225,31.4659
,Ethiopia,9.145,40.4897
,Fiji,-17.7134,178.065
,Finland,64.0,26.0
French Guiana,France,3.9339,-53.1258
French Polynesia,France,-17.6797,149.4068
Guadeloupe,France,16.25,-61.5833
Mayotte,France,-12.8275,45.1662
New Caledonia,France,-20.9043,165.618
Reunion,France,-21.1351,55.2471
Saint Barthelemy,France,17.9,-62.8333
St Martin,France,18.0708,-63.0501
Martinique,France,14.6415,-61.0242
,France,46.2276,2.2137
,Gabon,-0.8037,11.6094
,Gambia,13.4432,-15.3101
,Georgia,42.3154,43.3569
,Germany,51.0,9.0
,Ghana,7.9465,-1.0232
,Greece,39.0742,21.8243
,Guatemala,15.7835,-90.2308
,Guinea,9.9456,-9.6966
,Guyana,5.0,-58.75
,Haiti,18.9712,-72.2852
,Holy See,41.9029,12.4534
,Honduras,15.2,-86.2419
,Hungary,47.1625,19.5033
,Iceland,64.9631,-19.0208
,India,21.0,78.0
,Indonesia,-0.7893,113.9213
,Iran,32.0,53.0
,Iraq,33.0,44.0
,Ireland,53.1424,-7.6921
,Israel,31.0,35.0
,Italy,43.0,12.0
,Jamaica,18.1096,-77.2975
,Japan,36.0,138.0
,Jordan,31.24,36.51
,Kazakhstan,48.0196,66.9237
,Kenya,-0.0236,37.9062
,Unknown,36.0,128.0
,Kuwait,29.5,47.75
,Kyrgyzstan,41.2044,74.7661
,Latvia,56.8796,24.6032
,Lebanon,33.8547,35.8623
,Liberia,6.4281,-9.4295
,Liechtenstein,47.14,9.55
,Lithuania,55.1694,23.8813
,Luxembourg,49.8153,6.1296
,Madagascar,-18.7669,46.8691
,Malaysia,2.5,112.5
,Maldives,3.2028,73.2207
,Malta,35.9375,14.3754
,Mauritania,21.0079,10.9408
,Mauritius,-20.2,57.5
,Mexico,23.6345,-102.5528
,Moldova,47.4116,28.3699
,Monaco,43.7333,7.4167
,Mongolia,46.8625,103.8467
,Montenegro,42.5,19.3
,Morocco,31.7917,-7.0926
,Namibia,-22.9576,18.4904
,Nepal,28.1667,84.25
Aruba,Netherlands,12.5186,-70.0358
Curacao,Netherlands,12.1696,-68.99
Sint Maarten,Netherlands,18.0425,-63.0548
,Netherlands,52.1326,5.2913
,New Zealand,-40.9006,174.886
,Nicaragua,12.8654,-85.2072
,Niger,17.6078,8.0817
,Nigeria,9.082,8.6753
,North Macedonia,41.6086,21.7453
,Norway,60.472,8.4689
,Oman,21.0,57.0
,Pakistan,30.3753,69.3451
,Panama,8.538,-80.7821
,Papua New Guinea,-6.315,143.9555
,Paraguay,-23.4425,-58.4438
,Peru,-9.19,-75.0152
,Philippines,13.0,122.0
,Poland,51.9194,19.1451
,Portugal,39.3999,-8.2245
,Qatar,25.3548,51.1839
,Romania,45.9432,24.9668
,Russia,60.0,90.0
,Rwanda,-1.9403,29.8739
,Saint Lucia,13.9094,-60.9789
,Saint Vincent and the Grenadines,12.9843,-61.2872
,San Marino,43.9424,12.4578
,Saudi Arabia,24.0,45.0
,Senegal,14.4974,-14.4524
,Serbia,44.0165,21.0059
,Seychelles,-4.6796,55.492
,Singapore,1.2833,103.8333
,Slovakia,48.669,19.699
,Slovenia,46.1512,14.9955
,Somalia,5.1521,46.1996
,South Africa,-30.5595,22.9375
,Spain,40.0,-4.0
,Sri Lanka,7.0,81.0
,Sudan,12.8628,30.2176
,Suriname,3.9193,-56.0278
,Sweden,63.0,16.0
,Switzerland,46.8182,8.2275
,Taiwan*,23.7,121.0
,Tanzania,-6.369,34.8888
,Thailand,15.0,101.0
,Togo,8.6195,0.8248
,Trinidad and Tobago,10.6918,-61.2225
,Tunisia,34.0,9.0
,Turkey,38.9637,35.2433
,Uganda,1.0,32.0
,Ukraine,48.3794,31.1656
,United Arab Emirates,24.0,54.0
Bermuda,United Kingdom,32.3078,-64.7505
Cayman Islands,United Kingdom,19.3133,-81.2546
Channel Islands,United Kingdom,49.3723,-2.3644
Gibraltar,United Kingdom,36.1408,-5.3536
Isle of Man,United Kingdom,54.2361,-4.5481
Montserrat,United Kingdom,16.7425,-62.1874
,United Kingdom,55.3781,-3.4360000000000004
,Uruguay,-32.5228,-55.7658
,US,37.0902,-95.7129
,Uzbekistan,41.3775,64.5853
,Venezuela,6.4238,-66.5897
,Vietnam,16.0,108.0
,Zambia,-15.4167,28.2833
,Zimbabwe,-20.0,30.0
Diamond Princess,Canada,0.0,0.0
,Dominica,15.415,-61.371
,Grenada,12.1165,-61.679
,Mozambique,-18.665695,35.529562
,Syria,34.802075,38.99681500000001
,Timor-Leste,-8.874217,125.727539
,Belize,13.1939,-59.5432
Recovered,Canada,0.0,0.0
,Laos,19.85627,102.495496
,Libya,26.3351,17.228331
,West Bank and Gaza,31.9522,35.2332
,Guinea-Bissau,11.8037,-15.1804
,Mali,17.570692,-3.996166000000001
,Saint Kitts and Nevis,17.357822,-62.782998
Northwest Territories,Canada,64.8255,-124.8457
Yukon,Canada,64.2823,-135.0
,Kosovo,42.602636,20.902977
,Burma,21.9162,95.956
Anguilla,United Kingdom,18.2206,-63.0686
British Virgin Islands,United Kingdom,18.4207,-64.64
Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979
,MS Zaandam,0.0,0.0
,Botswana,-22.3285,24.6849
,Burundi,-3.3731,29.9189
,Sierra Leone,8.460555000000001,-11.779889
Unknown,Netherlands,12.1784,-68.2385
,Malawi,-13.254307999999998,34.301525
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236
Saint Pierre and Miquelon,France,46.8852,-56.3159
,South Sudan,6.877000000000002,31.307
,Western Sahara,24.2155,-12.8858
,Sao Tome and Principe,0.18636,6.613081
American Samoa,United States,-14.270972,-170.132217
Guam,United States,13.4769474,144.7425932
Northern Mariana Islands,United States,15.0979,145.6739
Puerto Rico,United States,18.4238478,-66.0648787
Virgin Islands,United States,18.335765,-64.896335
Alabama,United States,32.3182314,-86.902298
Alaska,United States,64.2008413,-149.4936733
Arizona,United States,34.0489281,-111.0937311
Arkansas,United States,35.20105,-91.8318334
California,United States,36.778261,-119.4179324
Colorado,United States,39.5500507,-105.7820674
Connecticut,United States,41.6032207,-73.087749
Delaware,United States,38.9108325,-75.52766989999999
District of Columbia,United States,38.9071923,-77.0368707
Florida,United States,27.6648274,-81.5157535
Georgia,United States,32.1656221,-82.9000751
Hawaii,United States,19.8967662,-155.5827818
Idaho,United States,44.0682019,-114.7420408
Illinois,United States,40.6331249,-89.3985283
Indiana,United States,40.2671941,-86.1349019
Iowa,United States,41.8780025,-93.097702
Kansas,United States,39.011902,-98.4842465
Kentucky,United States,37.8393332,-84.2700179
Louisiana,United States,30.9842977,-91.96233269999999
Maine,United States,45.253783,-69.4454689
Maryland,United States,39.0457549,-76.64127119999999
Massachusetts,United States,42.4072107,-71.3824374
Michigan,United States,44.3148443,-85.60236429999999
Minnesota,United States,46.729553,-94.6858998
Mississippi,United States,32.3546679,-89.3985283
Missouri,United States,37.9642529,-91.8318334
Montana,United States,46.8796822,-110.3625658
Nebraska,United States,41.4925374,-99.9018131
Nevada,United States,38.8026097,-116.419389
New Hampshire,United States,43.1938516,-71.5723953
New Jersey,United States,40.0583238,-74.4056612
New Mexico,United States,34.5199402,-105.8700901
New York,United States,40.7127753,-74.0059728
North Carolina,United States,35.7595731,-79.01929969999999
North Dakota,United States,47.5514926,-101.0020119
Ohio,United States,40.4172871,-82.90712300000001
Oklahoma,United States,35.0077519,-97.092877
Oregon,United States,43.8041334,-120.5542012
Pennsylvania,United States,41.2033216,-77.1945247
Rhode Island,United States,41.5800945,-71.4774291
South Carolina,United States,33.836081,-81.1637245
South Dakota,United States,43.9695148,-99.9018131
Tennessee,United States,35.5174913,-86.5804473
Texas,United States,31.9685988,-99.9018131
Utah,United States,39.3209801,-111.0937311
Vermont,United States,44.5588028,-72.57784149999999
Virginia,United States,37.4315734,-78.6568942
Washington,United States,47.7510741,-120.7401385
West Virginia,United States,38.5976262,-80.4549026
Wisconsin,United States,43.7844397,-88.7878678
Wyoming,United States,43.0759678,-107.2902839
Diamond Princess,United States,0.0,0.0
Grand Princess,United States,37.6489,-122.6655
Aguascalientes,Mexico,21.8852562,-102.2915677
Baja California,Mexico,30.8406338,-115.2837585
Baja California Sur,Mexico,26.0444446,-111.6660725
Campeche,Mexico,19.8301251,-90.5349087
Coahuila,Mexico,27.058676,-101.7068294
Colima,Mexico,19.2452342,-103.7240868
Chiapas,Mexico,16.7569318,-93.12923529999999
Chihuahua,Mexico,28.6329957,-106.0691004
Durango,Mexico,24.0277202,-104.6531759
Mexico City,Mexico,19.4326077,-99.133208
Guanajuato,Mexico,21.0190145,-101.2573586
Guerrero,Mexico,17.4391926,-99.54509739999999
Hidalgo,Mexico,20.0910963,-98.7623874
Jalisco,Mexico,20.6595382,-103.3494376
State of Mexico,Mexico,19.4968732,-99.72326729999999
Michoacán,Mexico,19.5665192,-101.7068294
Morelos,Mexico,18.6813049,-99.1013498
Nayarit,Mexico,21.7513844,-104.8454619
Nuevo Leon,Mexico,25.592172,-99.99619469999999
Oaxaca,Mexico,17.0731842,-96.7265889
Puebla,Mexico,19.0414398,-98.2062727
Querétaro,Mexico,20.5887932,-100.3898881
Quintana Roo,Mexico,19.1817393,-88.4791376
San Luis Potosi,Mexico,22.1564699,-100.9855409
Sinaloa,Mexico,25.1721091,-107.4795173
Sonora,Mexico,29.2972247,-110.3308814
Tabasco,Mexico,17.8409173,-92.6189273
Tamaulipas,Mexico,24.26694,-98.8362755
Tlaxcala,Mexico,19.318154,-98.2374954
Veracruz,Mexico,19.173773,-96.1342241
Yucatan,Mexico,20.7098786,-89.0943377
Zacatecas,Mexico,22.7708555,-102.5832426
American Samoa,United States,-14.270972,-170.132217
Guam,United States,13.4769474,144.7425932
Northern Mariana Islands,United States,15.0979,145.6739
Puerto Rico,United States,18.4238478,-66.0648787
Virgin Islands,United States,18.335765,-64.896335
Alabama,United States,32.3182314,-86.902298
Alaska,United States,64.2008413,-149.4936733
Arizona,United States,34.0489281,-111.0937311
Arkansas,United States,35.20105,-91.8318334
California,United States,36.778261,-119.4179324
Colorado,United States,39.5500507,-105.7820674
Connecticut,United States,41.6032207,-73.087749
Delaware,United States,38.9108325,-75.52766989999999
District of Columbia,United States,38.9071923,-77.0368707
Florida,United States,27.6648274,-81.5157535
Georgia,United States,32.1656221,-82.9000751
Hawaii,United States,19.8967662,-155.5827818
Idaho,United States,44.0682019,-114.7420408
Illinois,United States,40.6331249,-89.3985283
Indiana,United States,40.2671941,-86.1349019
Iowa,United States,41.8780025,-93.097702
Kansas,United States,39.011902,-98.4842465
Kentucky,United States,37.8393332,-84.2700179
Louisiana,United States,30.9842977,-91.96233269999999
Maine,United States,45.253783,-69.4454689
Maryland,United States,39.0457549,-76.64127119999999
Massachusetts,United States,42.4072107,-71.3824374
Michigan,United States,44.3148443,-85.60236429999999
Minnesota,United States,46.729553,-94.6858998
Mississippi,United States,32.3546679,-89.3985283
Missouri,United States,37.9642529,-91.8318334
Montana,United States,46.8796822,-110.3625658
Nebraska,United States,41.4925374,-99.9018131
Nevada,United States,38.8026097,-116.419389
New Hampshire,United States,43.1938516,-71.5723953
New Jersey,United States,40.0583238,-74.4056612
New Mexico,United States,34.5199402,-105.8700901
New York,United States,40.7127753,-74.0059728
North Carolina,United States,35.7595731,-79.01929969999999
North Dakota,United States,47.5514926,-101.0020119
Ohio,United States,40.4172871,-82.90712300000001
Oklahoma,United States,35.0077519,-97.092877
Oregon,United States,43.8041334,-120.5542012
Pennsylvania,United States,41.2033216,-77.1945247
Rhode Island,United States,41.5800945,-71.4774291
South Carolina,United States,33.836081,-81.1637245
South Dakota,United States,43.9695148,-99.9018131
Tennessee,United States,35.5174913,-86.5804473
Texas,United States,31.9685988,-99.9018131
Utah,United States,39.3209801,-111.0937311
Vermont,United States,44.5588028,-72.57784149999999
Virginia,United States,37.4315734,-78.6568942
Washington,United States,47.7510741,-120.7401385
West Virginia,United States,38.5976262,-80.4549026
Wisconsin,United States,43.7844397,-88.7878678
Wyoming,United States,43.0759678,-107.2902839
Diamond Princess,United States,0.0,0.0
Grand Princess,United States,37.6489,-122.6655
Aguascalientes,Mexico,21.8852562,-102.2915677
Baja California,Mexico,30.8406338,-115.2837585
Baja California Sur,Mexico,26.0444446,-111.6660725
Campeche,Mexico,19.8301251,-90.5349087
Coahuila,Mexico,27.058676,-101.7068294
Colima,Mexico,19.2452342,-103.7240868
Chiapas,Mexico,16.7569318,-93.12923529999999
Chihuahua,Mexico,28.6329957,-106.0691004
Durango,Mexico,24.0277202,-104.6531759
Mexico City,Mexico,19.4326077,-99.133208
Guanajuato,Mexico,21.0190145,-101.2573586
Guerrero,Mexico,17.4391926,-99.54509739999999
Hidalgo,Mexico,20.0910963,-98.7623874
Jalisco,Mexico,20.6595382,-103.3494376
State of Mexico,Mexico,19.4968732,-99.72326729999999
Michoacán,Mexico,19.5665192,-101.7068294
Morelos,Mexico,18.6813049,-99.1013498
Nayarit,Mexico,21.7513844,-104.8454619
Nuevo Leon,Mexico,25.592172,-99.99619469999999
Oaxaca,Mexico,17.0731842,-96.7265889
Puebla,Mexico,19.0414398,-98.2062727
Querétaro,Mexico,20.5887932,-100.3898881
Quintana Roo,Mexico,19.1817393,-88.4791376
San Luis Potosi,Mexico,22.1564699,-100.9855409
Sinaloa,Mexico,25.1721091,-107.4795173
Sonora,Mexico,29.2972247,-110.3308814
Tabasco,Mexico,17.8409173,-92.6189273
Tamaulipas,Mexico,24.26694,-98.8362755
Tlaxcala,Mexico,19.318154,-98.2374954
Veracruz,Mexico,19.173773,-96.1342241
Yucatan,Mexico,20.7098786,-89.0943377
Zacatecas,Mexico,22.7708555,-102.5832426
